address,addressar,areaar,areaen,bgcolorcode,curriculumar,curriculumen,educationcenterid,educationcenter_typeid,email,establishedon,fax,hepqualityassurancear,hepqualityassuranceen,imagelargeurl,imagemedsmallurl,imagesmallurl,imagethumburl,inspectionreportpdflinken,inspectionyear,lat,long,mobile,name_ar,name_eng,overallperformancear,overallperformanceen,pobox,studentcount,telephone,web_address,load_timestamp
245-0700,245-0700,محيصنة الأولى,MUHAISNAH FIRST,#c2c5cb,هندي,Indian,94,1,gmsprincipal@gmsdubai.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/94L.jpg,https://www.khda.gov.ae/SchoolImage/94MS.jpg,https://www.khda.gov.ae/SchoolImage/94S.jpg,https://www.khda.gov.ae/SchoolImage/94T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109390,2023-2024,25.28,55.41,,مدرسة الخليج النموذجية,Gulf Model School,مقبول,Acceptable,13683,,42544222,https://gmsdubai.ae/,01:09.0
Dubai Land,دبي لاند,البرشاء جنوب الأولى,AL BARSHA SOUTH FIRST,#10b078,بريطاني - بريطاني/بكالوريا دولية,UK - UK/IB,1281,1,sdaya@safacommunityschool.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/1281L.jpg,https://www.khda.gov.ae/SchoolImage/1281MS.jpg,https://www.khda.gov.ae/SchoolImage/1281S.jpg,https://www.khda.gov.ae/SchoolImage/1281T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=110951,2023-2024,25.06,55.25,,مدرسة الصفا كوميونيتي,Safa Community School,متميز,Outstanding,57575,,97143851810,www.safacommunityschool.com,01:09.0
Al Barsha South ,البرشا جنوب,البرشا جنوب,Al Barsha South,#f9db01,بريطاني,UK,1441,1,info@reptonalbarsha.org,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/1441L.jpg,https://www.khda.gov.ae/SchoolImage/1441MS.jpg,https://www.khda.gov.ae/SchoolImage/1441S.jpg,https://www.khda.gov.ae/SchoolImage/1441T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113446,2023-2024,25.08,55.24,,ريبتون البرشاء منظقة حرة - ذ.م.م,Repton Al Barsha Fz-Llc,جيد جدا,Very good,391984,,97148188600,www.reptonalbarsha.org,01:09.0
017-004,017-004,واحة دبي للسليكون,Dubai Silicon Oasis,#f9db01,بريطاني - بريطاني/بكالوريا دولية,UK - UK/IB,667,1,principal_wso@gemsedu.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/667L.jpg,https://www.khda.gov.ae/SchoolImage/667MS.jpg,https://www.khda.gov.ae/SchoolImage/667S.jpg,https://www.khda.gov.ae/SchoolImage/667T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=110235,2023-2024,25.12,55.39,,أكاديمية جميس ولينجتون - م م ح,GEMS Wellington Academy -Fze,جيد جدا,Very good,49746,,97145159000,www.gemswellingtonacademy-dso.com,01:09.0
NA,,مدينة دبي الرياضية,Dubai Sports City,#24a5e5,بكالوريا دولية,International Baccalaureate,152031,1,Info@dwight.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/152031L.jpg,https://www.khda.gov.ae/SchoolImage/152031MS.jpg,https://www.khda.gov.ae/SchoolImage/152031S.jpg,https://www.khda.gov.ae/SchoolImage/152031T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114024,2023-2024,25.03,55.23,,مدرسة دوايت ذ.م.م,Dwight School L.L.C,جيد,Good,,,800394448,www.dwightschooldubai.ae,01:09.0
262-3401,262-3401,المزهر الأولى,AL MIZHAR FIRST,#c2c5cb,أمريكي,American,127,1,principal@naischool.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/127L.jpg,https://www.khda.gov.ae/SchoolImage/127MS.jpg,https://www.khda.gov.ae/SchoolImage/127S.jpg,https://www.khda.gov.ae/SchoolImage/127T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111338,2023-2024,25.24,55.43,,مدرسة نورث أميريكان انترناشونال ش.ذ.م.م,North American International School L.L.C,مقبول,Acceptable,20315,,97142884844,www.naischool.ae,01:09.0
,,شارع الإمارات,Emirates Road,#24a5e5,بريطاني,UK,503690,1,gre_mtw@gemsedu.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/503690L.jpg,https://www.khda.gov.ae/SchoolImage/503690MS.jpg,https://www.khda.gov.ae/SchoolImage/503690S.jpg,https://www.khda.gov.ae/SchoolImage/503690T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=115985,2025-2026,55.28,25.03,,مدرسة جيمس متروبول الواحة,GEMS Metropole School - Al Waha,جيد,Good,,,,www.gemsmetropoleschool-alwaha.com,01:09.0
,ند الشبا ,ند الشبا الأولى,NADD AL SHIBA FIRST,#f9db01,بريطاني,UK,2410,1,,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/2410L.jpg,https://www.khda.gov.ae/SchoolImage/2410MS.jpg,https://www.khda.gov.ae/SchoolImage/2410S.jpg,https://www.khda.gov.ae/SchoolImage/2410T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111116,2023-2024,25.15,55.38,,مدرسة كينجز ند الشبا ش.ذ.م.م,Kings School Nad Al Sheba L.L.C,جيد جدا,Very good,,,97142375555,http://kings-edu.com/nadalsheba/,01:09.0
800-1453,800-1453,الرويه الأولى,AL ROWAIYAH FIRST,#f9db01,فرنسي,French,137,1,proviseur@lgp.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/137L.jpg,https://www.khda.gov.ae/SchoolImage/137MS.jpg,https://www.khda.gov.ae/SchoolImage/137S.jpg,https://www.khda.gov.ae/SchoolImage/137T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113609,2023-2024,25.1,55.4,,المدرسة الفرنسية الدولية جورج بومبيدو (فرع دبى),Lycee Francais International Georges Pompidou School (Dubai Branch),جيد جدا,Very good,29447,,97143260026,,01:09.0
245-703,245-703,محيصنة الرابعة,MUHAISANAH FOURTH,#24a5e5,هندي,Indian,811,1,Principal@Indianacademydubai.c,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/811L.jpg,https://www.khda.gov.ae/SchoolImage/811MS.jpg,https://www.khda.gov.ae/SchoolImage/811S.jpg,https://www.khda.gov.ae/SchoolImage/811T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109159,2023-2024,25.26,55.39,,الأكاديمية الهندية,The Indian Academy,جيد,Good,55510,,42646746,,01:09.0
241-0114,241-0114,النهدة الثانية,AL NAHDA SECOND,#24a5e5,بريطاني,UK,57,1,msbdubai@eim.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/57L.jpg,https://www.khda.gov.ae/SchoolImage/57MS.jpg,https://www.khda.gov.ae/SchoolImage/57S.jpg,https://www.khda.gov.ae/SchoolImage/57T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109161,2023-2024,25.29,55.38,,مدرسة ام اس بي الخاصة,M S B Private School,جيد,Good,94550,,97142677100,www.msbdubai.com,01:09.0
232-0440,232-0440,القصيص الأولى,AL QUSAIS FIRST,#c2c5cb,هندي,Indian,80,1,principal@crescentschooldubai.,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/80L.jpg,https://www.khda.gov.ae/SchoolImage/80MS.jpg,https://www.khda.gov.ae/SchoolImage/80S.jpg,https://www.khda.gov.ae/SchoolImage/80T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109088,2023-2024,25.3,55.37,,مدرسة الهلال الانجليزية,Crescent English School,مقبول,Acceptable,923,,97142988866,www.crescentschooldubai.com,01:09.0
227-492,227-492,القصيص الأولى,AL QUSAIS FIRST,#24a5e5,بريطاني,UK,118,1,principal.altwar@starintlschoo,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/118L.jpg,https://www.khda.gov.ae/SchoolImage/118MS.jpg,https://www.khda.gov.ae/SchoolImage/118S.jpg,https://www.khda.gov.ae/SchoolImage/118T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111291,2023-2024,25.26,55.39,,مدرسة ستار الدولية,Star International School,جيد,Good,51008,,97142638999,www.starintlschoolaltwar.com,01:09.0
,,البرشا جنوب,Al Barsha South,#c2c5cb,هندي,Indian,503799,1,principal@dhruv.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/503799L.jpg,https://www.khda.gov.ae/SchoolImage/503799MS.jpg,https://www.khda.gov.ae/SchoolImage/503799S.jpg,https://www.khda.gov.ae/SchoolImage/503799T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=115989,2025-2026,25.06,55.24,,دروف جلوبال سكول,Dhruv Global school,مقبول,Acceptable,,,,www.dhruv.ae,01:09.0
KV5-002-004,KV5-002-004,المدينة الأكاديمية,Academic City,#10b078,بريطاني,UK,357,1,desc_headteacher@dessc.sch.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/357L.jpg,https://www.khda.gov.ae/SchoolImage/357MS.jpg,https://www.khda.gov.ae/SchoolImage/357S.jpg,https://www.khda.gov.ae/SchoolImage/357T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=110196,2023-2024,25.11,55.4,,(مدرسة دبي للتخاطب بالإنكليزية -(الكلية,Dubai English Speaking School - (College),متميز,Outstanding,125814,,97143604866,www.dessc.sch.ae,01:09.0
,,الورقاء الأولى,AL WARQA FIRST,#c2c5cb,بريطاني,UK,501052,1,registrar@cedarschool.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/501052L.jpg,https://www.khda.gov.ae/SchoolImage/501052MS.jpg,https://www.khda.gov.ae/SchoolImage/501052S.jpg,https://www.khda.gov.ae/SchoolImage/501052T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114050,2023-2024,25.19,55.4,,مدرسة سيدار ش.ذ.م.م,Cedar School L.L.C,مقبول,Acceptable,52036,,43803902,www.cedarschool.ae,01:09.0
,,السطوة,AL SATWA,#24a5e5,بريطاني,UK,14720,1,aya.alkafory@citizens.me,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/14720L.jpg,https://www.khda.gov.ae/SchoolImage/14720MS.jpg,https://www.khda.gov.ae/SchoolImage/14720S.jpg,https://www.khda.gov.ae/SchoolImage/14720T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=115685,2024-2025,0,0,,سيتيزنز سكول ش ذ م م,Citizens School,جيد,Good,121923,,,www.citizens.me,01:09.0
315-0132,315-0132,أم هرير الأولى,UMM HURAIR FIRST,#c2c5cb,باكستاني,Pakistani,100,1,principal@pea.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/100L.jpg,https://www.khda.gov.ae/SchoolImage/100MS.jpg,https://www.khda.gov.ae/SchoolImage/100S.jpg,https://www.khda.gov.ae/SchoolImage/100T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109114,2023-2024,25.24,55.32,,أكاديمية باكستان للتعليم,Pakistan Education Academy,مقبول,Acceptable,621,,97143370126,NA,01:09.0
L6397,,محيصنة الرابعة,MUHAISANAH FOURTH,#24a5e5,بريطاني,UK,14739,1,principal-smm@smgeducation.org,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/14739L.jpg,https://www.khda.gov.ae/SchoolImage/14739MS.jpg,https://www.khda.gov.ae/SchoolImage/14739S.jpg,https://www.khda.gov.ae/SchoolImage/14739T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114147,2023-2024,25.28,55.41,,مدرسه القديسه مريم الثانوية محيصنة ش.ذ.م.م,ST MARY HIGH SCHOOL MUHAISNAH L.L.C,جيد,Good,,,97142614014,www.stmarysmuhaisnah.com,01:09.0
,,مجمع دبي للاستثمار الأول,DUBAI INVESTMENT PARK FIRST,#24a5e5,هندي,Indian,152711,1,info@brightridersdubai.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/152711L.jpg,https://www.khda.gov.ae/SchoolImage/152711MS.jpg,https://www.khda.gov.ae/SchoolImage/152711S.jpg,https://www.khda.gov.ae/SchoolImage/152711T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109208,2023-2024,25,55.17,,مدرسة برايت رايدرز ش.ذ.م.م,Bright Riders School,جيد,Good,,,48237444,www.brightridersdubai.com,01:09.0
232-321,232-321,القصيص الأولى,AL QUSAIS FIRST,#c2c5cb,أمريكي,American,23,1,info@mas-edu.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/23L.jpg,https://www.khda.gov.ae/SchoolImage/23MS.jpg,https://www.khda.gov.ae/SchoolImage/23S.jpg,https://www.khda.gov.ae/SchoolImage/23T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114276,2023-2024,25.29,55.37,,مدرسة المعارف الأمريكية ش.ذ.م.م,Al Maaref American School L.L.C,مقبول,Acceptable,87823,,42988881,www.mas-edu.ae,01:09.0
,,ند الشبا الثالثة,NADD AL SHIBA THIRD,#24a5e5,بريطاني,UK,1851,1,Linaa@nas.iscs.sch.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/1851L.jpg,https://www.khda.gov.ae/SchoolImage/1851MS.jpg,https://www.khda.gov.ae/SchoolImage/1851S.jpg,https://www.khda.gov.ae/SchoolImage/1851T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114156,2023-2024,25.15,55.38,,مدرسة الإبداع العلمي الدولية ند الشبا ش.ذ.م.م,International School of Creative Science Nad Alshiba L.L.C,جيد,Good,,,45107000,http://www.iscs.sch.ae/en/nad-al-sheba/,01:09.0
,,قرية جميرا الدائرية,Jumeirah Village Circle (South),#f9db01,بريطاني,UK,151820,1,principal@arcadia.sch.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/151820L.jpg,https://www.khda.gov.ae/SchoolImage/151820MS.jpg,https://www.khda.gov.ae/SchoolImage/151820S.jpg,https://www.khda.gov.ae/SchoolImage/151820T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114551,2023-2024,0,0,,مدرسة أركاديا البريطانية,Arcadia British School,لم تخضع للتقييم نظراً لجائحة كوفيد 19,Not inspected due to COVID 19,,,97145522600,www.arcadia.sch.ae,01:09.0
134-382,134-382,الممزر,AL MAMZAR,#24a5e5,أمريكي,American,21,1,Director@ipsmamzar.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/21L.jpg,https://www.khda.gov.ae/SchoolImage/21MS.jpg,https://www.khda.gov.ae/SchoolImage/21S.jpg,https://www.khda.gov.ae/SchoolImage/21T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113187,2023-2024,25.3,55.34,,مدرسة الاتحاد الخاصة,Al Ittihad Private School,جيد,Good,5126,,42966314,www.ipsmamzar.com,01:09.0
343-881,343-881 ,الوصل,AL WASL,#10b078,بريطاني,UK,56,1,arabicsec@horizonschooldubai.c,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/56L.jpg,https://www.khda.gov.ae/SchoolImage/56MS.jpg,https://www.khda.gov.ae/SchoolImage/56S.jpg,https://www.khda.gov.ae/SchoolImage/56T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111442,2023-2024,25.19,55.25,,مدرسة الآفاق الانجليزية ش.ذ.م.م,Horizons English School L.L.C,متميز,Outstanding,6749,,97143422891,www.horizonschooldubai.com,01:09.0
,,دبي جنوب المقر الرئيسي,Dubai South HQ,,بريطاني,UK,505334,1,Principal_gfd@gemsedu.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/505334L.jpg,https://www.khda.gov.ae/SchoolImage/505334MS.jpg,https://www.khda.gov.ae/SchoolImage/505334S.jpg,https://www.khda.gov.ae/SchoolImage/505334T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=,,24.95,55.21,,مدرسة جيمس فاوندرز دي اس دي دبليو سي - ش.ذ.م.م,GEMS Founders School DS DWC-LLC,لم تخضع بعد لتقييم الرقابة,Not inspected yet,,,,,01:09.0
Plot No. 3840119 Thanayah 2,,البرشاء الثانية,AL BARSHA SECOND,,بريطاني,UK,505834,1,awilliamson@taaleem.ae,,,,,https://www.khda.gov.ae/SchoolImage/505834L.jpg,https://www.khda.gov.ae/SchoolImage/505834MS.jpg,https://www.khda.gov.ae/SchoolImage/505834S.jpg,https://www.khda.gov.ae/SchoolImage/505834T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=,,25.19,55.25,,Harrow International School L.L.C,Harrow International School L.L.C,لم تخضع بعد لتقييم الرقابة,Not inspected yet,,,,,01:09.0
332_0763,332_0763,جميرا الأولى,JUMEIRA FIRST,#24a5e5,وزارة التربية والتعليم,Ministry of Education,3,1,aps@shoruq.sch.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/3L.jpg,https://www.khda.gov.ae/SchoolImage/3MS.jpg,https://www.khda.gov.ae/SchoolImage/3S.jpg,https://www.khda.gov.ae/SchoolImage/3T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111724,2023-2024,25.21,55.26,,مدرسة الشروق الخاصة,Al Shurooq Private School,جيد,Good,11656,,43442026,www.shoruq.sch.ae/,01:09.0
343/980,343/980,الوصل,AL WASL,#24a5e5,ياباني,Japanese,104,1,djs_koch@emirates.net.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/104L.jpg,https://www.khda.gov.ae/SchoolImage/104MS.jpg,https://www.khda.gov.ae/SchoolImage/104S.jpg,https://www.khda.gov.ae/SchoolImage/104T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114123,2023-2024,25.19,55.25,,المدرسة اليابانية,Japanese School,جيد,Good,7149,,97143449119,www.japanese.sch.ae,01:09.0
AL Asayel St.,شارع الاصايل,القوز الرابعة,AL QOUZ FOURTH,#c2c5cb,بريطاني,UK,151864,1,principal@oaktreeprimary.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/151864L.jpg,https://www.khda.gov.ae/SchoolImage/151864MS.jpg,https://www.khda.gov.ae/SchoolImage/151864S.jpg,https://www.khda.gov.ae/SchoolImage/151864T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113193,2023-2024,25.15,55.25,,مدرسة اوك تري الابتدائية ش.ذ.م.م,Oak Tree Primary School,لم تخضع للتقييم نظراً لجائحة كوفيد 19,Not inspected due to COVID 19,,,97143333911,www.oaktreeprimary.com,01:09.0
854153,,مدينة دبي الرياضية,Dubai Sports City,#f9db01,بريطاني,UK,500628,1,Principal@rgsgd.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/500628L.jpg,https://www.khda.gov.ae/SchoolImage/500628MS.jpg,https://www.khda.gov.ae/SchoolImage/500628S.jpg,https://www.khda.gov.ae/SchoolImage/500628T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114073,2023-2024,25.03,55.23,,مدرسة رويال غرامر غلدفورد ذ.م.م,Royal Grammar School Guildford L.L.C,جيد جدا,Very good,,,97144464377,www.rgsgd.com,01:09.0
421-265,421-265,الورقاء الأولى,AL WARQA FIRST,#24a5e5,أمريكي,American,340,1,m.soubra@isas.sch.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/340L.jpg,https://www.khda.gov.ae/SchoolImage/340MS.jpg,https://www.khda.gov.ae/SchoolImage/340S.jpg,https://www.khda.gov.ae/SchoolImage/340T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=94673,2019-2020,25.19,55.4,,المدرسة الدولية للفنون و العلوم ش.ذ.م.م,International School of Arts & Sciences L.L.C,جيد,Good,35901,,97142800459,www.isas.sch.ae,01:09.0
681-858,681-858,قرية جميرا الدائرية,Jumeirah Village Circle (South),#f9db01,هندي,Indian,370,1,info@jssisdubai.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/370L.jpg,https://www.khda.gov.ae/SchoolImage/370MS.jpg,https://www.khda.gov.ae/SchoolImage/370S.jpg,https://www.khda.gov.ae/SchoolImage/370T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109111,2023-2024,25.07,55.2,,مدرسة جيه اس اس العالمية ش.ذ.م.م,JSS International School L.L.C,جيد جدا,Very good,37232,,97142406353,www.jssisdubai.com,01:09.0
Dunecrest American School,,البراري,Al Barari,#24a5e5,أمريكي,American,152311,1,babushakra@esoleducation.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/152311L.jpg,https://www.khda.gov.ae/SchoolImage/152311MS.jpg,https://www.khda.gov.ae/SchoolImage/152311S.jpg,https://www.khda.gov.ae/SchoolImage/152311T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111130,2023-2024,25.05,55.18,,مدرسة دونكرست الأمريكية ش.ذ.م.م,Dunecrest American School L.L.C,جيد,Good,,,,www.esoleducation.com,01:09.0
214-225,214-225,الطوار الأولى,AL TWAR FIRST,#24a5e5,بريطاني,UK,48,1,principal_cis@gemsedu.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/48L.jpg,https://www.khda.gov.ae/SchoolImage/48MS.jpg,https://www.khda.gov.ae/SchoolImage/48S.jpg,https://www.khda.gov.ae/SchoolImage/48T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111321,2023-2024,25.26,55.37,,مدرسة كامبردج انترناشيونال,Cambridge International School,جيد,Good,60835,,97142824646,www.gemscis-dubai.com,01:09.0
School,,البرشاء الثانية,AL BARSHA SECOND,#24a5e5,بكالوريا دولية,International Baccalaureate,502805,1,principal@bloomworldacademy.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/502805L.jpg,https://www.khda.gov.ae/SchoolImage/502805MS.jpg,https://www.khda.gov.ae/SchoolImage/502805S.jpg,https://www.khda.gov.ae/SchoolImage/502805T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=115691,2024-2025,5523424,2507919,,أكاديمية بلووم ورلد ش.ذ.م.م,Bloom World Academy L.L.C,جيد,Good,,,,www.bloomworldacademy.ae,01:09.0
214-0452,214-0452,القرهود,AL GARHOUD,#c2c5cb,بريطاني,UK,60,1,info@grammarschool.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/60L.jpg,https://www.khda.gov.ae/SchoolImage/60MS.jpg,https://www.khda.gov.ae/SchoolImage/60S.jpg,https://www.khda.gov.ae/SchoolImage/60T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111231,2023-2024,25.24,55.35,,مدرسة النحو,Grammar School,مقبول,Acceptable,11230,,97142824822,www.grammarschool.ae,01:09.0
315-135,315-135,عود ميثاء,OUD METHA,#24a5e5,وزارة التربية والتعليم,Ministry of Education,10,1,principal@alrashed-alsaleh.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/10L.jpg,https://www.khda.gov.ae/SchoolImage/10MS.jpg,https://www.khda.gov.ae/SchoolImage/10S.jpg,https://www.khda.gov.ae/SchoolImage/10T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113808,2023-2024,25.24,55.31,,مدرسة الراشد الصالح الخاصة,Al Rashid Al Saleh Private School,جيد,Good,4458,,97143376126,www.alrashed-alsaleh.com,01:09.0
281-4096,281-4096,الخوانيج الأولى,AL KHWANEEJ FIRST,#24a5e5,بكالوريا دولية,International Baccalaureate,266,1,steven.g@daralmarefa.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/266L.jpg,https://www.khda.gov.ae/SchoolImage/266MS.jpg,https://www.khda.gov.ae/SchoolImage/266S.jpg,https://www.khda.gov.ae/SchoolImage/266T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=112579,2023-2024,25.25,55.37,,مدرسة دار المعرفة الخاصة,Dar Al Marefa Private School,لم تخضع للتقييم نظراً لجائحة كوفيد 19,Not inspected due to COVID 19,112602,,97142885782,www.daralmarefa.ae,01:09.0
382-104,382-104,الصفوح الأولى,AL SAFOUH FIRST,#c2c5cb,سابيس (بريطاني/ أمريكي),SABIS (UK/US),85,1,iscdubai@iscdxb.sabis.net,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/85L.jpg,https://www.khda.gov.ae/SchoolImage/85MS.jpg,https://www.khda.gov.ae/SchoolImage/85S.jpg,https://www.khda.gov.ae/SchoolImage/85T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113127,2023-2024,25.11,55.17,,مدرسة الشويفات الدولية,The International School of Choueifat,مقبول,Acceptable,21935,,97143999444,http://iscdubai.sabis.net,01:09.0
Al Muntazah Complex,,جبل علي الأولى,JABAL ALI FIRST,#c2c5cb,بريطاني,UK,500819,1,info@ghafschool.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/500819L.jpg,https://www.khda.gov.ae/SchoolImage/500819MS.jpg,https://www.khda.gov.ae/SchoolImage/500819S.jpg,https://www.khda.gov.ae/SchoolImage/500819T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114084,2023-2024,25.03,55.11,,مدرسة الغاف الخاصة ذ.م.م,Al Ghaf Private School L.L.C,مقبول,Acceptable,,,97148522295,www.ghafschool.com,01:09.0
New Dawn 02450730,,محيصنة الرابعة,MUHAISANAH FOURTH,,بريطاني,UK,504994,1,principal@ndps.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/504994L.jpg,https://www.khda.gov.ae/SchoolImage/504994MS.jpg,https://www.khda.gov.ae/SchoolImage/504994S.jpg,https://www.khda.gov.ae/SchoolImage/504994T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=,,25.28,55.41,,مدرسة نيو دون الخاصة ذ.م.م,New Dawn Private School,لم تخضع بعد لتقييم الرقابة,Not inspected yet,,,,www.ndps.ae,01:09.0
6773515,,مدن,Mudon,,بكالوريا دولية,International Baccalaureate,505427,1,amit.kothari@interstar.ae,,,,,https://www.khda.gov.ae/SchoolImage/505427L.jpg,https://www.khda.gov.ae/SchoolImage/505427MS.jpg,https://www.khda.gov.ae/SchoolImage/505427S.jpg,https://www.khda.gov.ae/SchoolImage/505427T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=,,55.27,25.03,,مدرسة اش ماونت ش.ذ.م.م.,Ash Mount School L.L.C.,لم تخضع بعد لتقييم الرقابة,Not inspected yet,,,,,01:09.0
,,البرشاء جنوب الثانية,Al barsha South Second,#c2c5cb,بريطاني,UK,152733,1,principal_gns@gemsedu.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/152733L.jpg,https://www.khda.gov.ae/SchoolImage/152733MS.jpg,https://www.khda.gov.ae/SchoolImage/152733S.jpg,https://www.khda.gov.ae/SchoolImage/152733T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114364,2023-2024,25.08,55.23,,مدرسة جيمس البرشاء الوطنية - فرع دبي,GEMS Albarsha National School - Dubai Branch,لم تخضع للتقييم نظراً لجائحة كوفيد 19 -,Not inspected due to the COVID 19,390107,,97145069222,www.gemsnationalschool-barsha.com,01:09.0
